test_file,test_speaker,19,26,27,Prachi,Shreya,p,asds,name,Ghoshit,snehal,ghoshit,result,correct
data/wav/test/shreya2.wav,shreya2,0.7770892919982341,1.2853573051322298,1.2224835576360804,0.6269278374845351,2.5424107263916085e-14,1.222483555851866,1.285357327995795,0.6269278374340956,1.096673088870553,0.3505367243607922,1.0966730400690683,Shreya,0.0
